Species ID,Species Label,Active Taxa,Source Count,Group,Proteome Strategy,Protein Strategy,Proteome ID,Proteome Label,Proteome IRI,Reviewed Proteins,Unreviewed Proteins,Total Proteins,Errors
1390,Bacillus amyloliquefaciens,1390; 999891,3,bacterium,uniprot-complete,strong-blast-match,1034836,Bacillus amyloliquefaciens XH7,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A1034836,0,4190,4190,
1392,Bacillus anthracis (anthrax bacterium),405536; 486624; 212045; 198094; 568206; 1392; 191218; 592021; 261594; 486619; 486620; 486621; 486623; 260799,202,bacterium,metaproteome,strong-blast-match,1392,Bacillus anthracis (anthrax bacterium),http://iedb.org/metaproteome/1392,734,4766,5500,
1396,Bacillus cereus,526977; 526979; 347495; 572264; 269801; 288681; 1396; 226900; 405531; 451707; 222523; 405532; 451708; 405533; 451709; 405917; 526974,90,bacterium,metaproteome,strong-blast-match,1396,Bacillus cereus,http://iedb.org/metaproteome/1396,411,5201,5612,
1402,Bacillus licheniformis,1402,12,bacterium,metaproteome,strong-blast-match,1402,Bacillus licheniformis,http://iedb.org/metaproteome/1402,564,3602,4166,
1404,Bacillus megaterium,1404,2,bacterium,metaproteome,strong-blast-match,1404,Bacillus megaterium,http://iedb.org/metaproteome/1404,17,5589,5606,
1408,Bacillus pumilus,1408,1,bacterium,metaproteome,strong-blast-match,1408,Bacillus pumilus,http://iedb.org/metaproteome/1408,425,3275,3700,
1421,Lysinibacillus sphaericus,1421,1,bacterium,,,,,,,,,storage/proteomes/uniprot/complete/1421.fasta (No such file or directory)
1422,Geobacillus stearothermophilus,1422,4,bacterium,uniprot-complete,strong-blast-match,1366047,Geobacillus stearothermophilus ATCC 12980,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A1366047,0,2552,2552,
1423,Bacillus subtilis,1423; 535026; 224308; 645657,10,bacterium,metaproteome,strong-blast-match,1423,Bacillus subtilis,http://iedb.org/metaproteome/1423,0,7220,7220,
1427,Bacillus thermoproteolyticus,1427,1,bacterium,uniprot-misc,strong-blast-match,1427,Bacillus thermoproteolyticus,http://www.uniprot.org/uniprot/?query=taxonomy%3A1427,2,0,2,
1428,Bacillus thuringiensis,128936; 527019; 527020; 339854; 527024; 527026; 1428; 527029; 412694; 1435; 29339,26,bacterium,metaproteome,strong-blast-match,1428,Bacillus thuringiensis,http://iedb.org/metaproteome/1428,1,6135,6136,
1467,Bacillus lentus,1467,1,bacterium,uniprot-misc,strong-blast-match,1467,Bacillus lentus,http://www.uniprot.org/uniprot/?query=taxonomy%3A1467,2,3,5,
1488,Clostridium acetobutylicum,272562,1,bacterium,metaproteome,strong-blast-match,1488,Clostridium acetobutylicum,http://iedb.org/metaproteome/1488,559,3288,3847,
1491,Clostridium botulinum,441771; 413999; 1491; 445335; 36828; 935198; 36830; 508767,46,bacterium,metaproteome,strong-blast-match,1491,Clostridium botulinum,http://iedb.org/metaproteome/1491,292,3312,3604,
1496,Clostridium difficile,645463; 1496,5,bacterium,metaproteome,strong-blast-match,1496,Clostridium difficile,http://iedb.org/metaproteome/1496,296,3467,3763,
1502,Clostridium perfringens,107819; 488537; 1502; 195102,8,bacterium,metaproteome,strong-blast-match,1502,Clostridium perfringens,http://iedb.org/metaproteome/1502,468,2254,2722,
1513,Clostridium tetani,1513; 212717,7,bacterium,metaproteome,strong-blast-match,1513,Clostridium tetani,http://iedb.org/metaproteome/1513,333,2082,2415,
1515,Ruminiclostridium thermocellum,203119,1,bacterium,metaproteome,strong-blast-match,1515,Ruminiclostridium thermocellum,http://iedb.org/metaproteome/1515,317,2788,3105,
1520,Clostridium beijerinckii,290402,1,bacterium,metaproteome,strong-blast-match,1520,Clostridium beijerinckii,http://iedb.org/metaproteome/1520,322,4681,5003,
1521,[Clostridium] cellulolyticum (Clostridium cellulosilyticum),1521,1,bacterium,metaproteome,strong-blast-match,1521,[Clostridium] cellulolyticum (Clostridium cellulosilyticum),http://iedb.org/metaproteome/1521,209,3078,3287,
1525,Moorella thermoacetica,264732,1,bacterium,metaproteome,strong-blast-match,1525,Moorella thermoacetica,http://iedb.org/metaproteome/1525,338,2113,2451,
1542,Clostridium novyi,386415,2,bacterium,metaproteome,strong-blast-match,1542,Clostridium novyi,http://iedb.org/metaproteome/1542,308,1997,2305,
1584,Lactobacillus delbrueckii,1585,1,bacterium,metaproteome,strong-blast-match,1584,Lactobacillus delbrueckii,http://iedb.org/metaproteome/1584,241,1278,1519,
1599,Lactobacillus sakei,1599,2,bacterium,metaproteome,strong-blast-match,1599,Lactobacillus sakei,http://iedb.org/metaproteome/1599,313,1559,1872,
1604,Lactobacillus amylovorus,1604,1,bacterium,uniprot-complete,strong-blast-match,695560,Lactobacillus amylovorus GRL 1112,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A695560,0,2081,2081,
1638,Listeria ivanovii,1638,4,bacterium,uniprot-complete,strong-blast-match,1457190,Listeria ivanovii WSLC3009,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A1457190,0,2773,2773,
1639,Listeria monocytogenes,393124; 265669; 393125; 393126; 1639; 393128; 393130; 169963; 393133; 267409; 267410; 401650; 568819; 552536; 393117,145,bacterium,metaproteome,strong-blast-match,1639,Listeria monocytogenes,http://iedb.org/metaproteome/1639,604,2244,2848,
1640,Listeria seeligeri,1640,2,bacterium,uniprot-complete,strong-blast-match,683837,Listeria seeligeri serovar 1/2b str. SLCC3954,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A683837,2,2708,2710,
1641,Listeria grayi (Listeria grayi grayi),1641,1,bacterium,metaproteome,strong-blast-match,1641,Listeria grayi (Listeria grayi grayi),http://iedb.org/metaproteome/1641,0,2621,2621,
1642,Listeria innocua,1642,2,bacterium,uniprot-complete,strong-blast-match,1002366,Listeria innocua ATCC 33091,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A1002366,0,2938,2938,
1643,Listeria welshimeri,386043,3,bacterium,uniprot-complete,strong-blast-match,386043,Listeria welshimeri serovar 6b str. SLCC5334,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A386043,406,2363,2769,
1646,Renibacterium salmoninarum,288705,1,bacterium,metaproteome,strong-blast-match,1646,Renibacterium salmoninarum,http://iedb.org/metaproteome/1646,156,3265,3421,
1655,Actinomyces naeslundii,1655,1,bacterium,uniprot-complete,strong-blast-match,1115803,Actinomyces naeslundii str. Howell 279,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A1115803,0,2929,2929,
1661,Trueperella pyogenes,1661,1,bacterium,metaproteome,strong-blast-match,1661,Trueperella pyogenes,http://iedb.org/metaproteome/1661,0,1984,1984,
1681,Bifidobacterium bifidum,1207543,1,bacterium,metaproteome,strong-blast-match,1681,Bifidobacterium bifidum,http://iedb.org/metaproteome/1681,0,1834,1834,
1685,Bifidobacterium breve,1685,1,bacterium,metaproteome,strong-blast-match,1685,Bifidobacterium breve,http://iedb.org/metaproteome/1685,0,2262,2262,
1717,Corynebacterium diphtheriae,1717,32,bacterium,metaproteome,strong-blast-match,1717,Corynebacterium diphtheriae,http://iedb.org/metaproteome/1717,335,1930,2265,
1718,Corynebacterium glutamicum,340322; 196627; 1718,47,bacterium,metaproteome,strong-blast-match,1718,Corynebacterium glutamicum,http://iedb.org/metaproteome/1718,513,2581,3094,
1744,Propionibacterium freudenreichii,1752,2,bacterium,metaproteome,strong-blast-match,1744,Propionibacterium freudenreichii,http://iedb.org/metaproteome/1744,5,2305,2310,
1747,Propionibacterium acnes (Propionicibacterium acnes),765103; 1747,2,bacterium,metaproteome,strong-blast-match,1747,Propionibacterium acnes (Propionicibacterium acnes),http://iedb.org/metaproteome/1747,0,3753,3753,
1764,Mycobacterium avium,1299329; 1764; 553481; 1770; 243243; 262316; 1010838,657,bacterium,metaproteome,strong-blast-match,1764,Mycobacterium avium,http://iedb.org/metaproteome/1764,450,3899,4349,
1765,Mycobacterium bovis,33892; 1765; 233413; 410289; 561275,222,bacterium,metaproteome,strong-blast-match,1765,Mycobacterium bovis,http://iedb.org/metaproteome/1765,8,3449,3457,
1767,Mycobacterium intracellulare,487521; 1767,2,bacterium,uniprot-complete,strong-blast-match,1299331,Mycobacterium intracellulare 1956,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A1299331,0,4662,4662,
1768,Mycobacterium kansasii,1768,4,bacterium,metaproteome,strong-blast-match,1768,Mycobacterium kansasii,http://iedb.org/metaproteome/1768,0,5843,5843,
1769,Mycobacterium leprae,1769; 272631,69,bacterium,metaproteome,strong-blast-match,1769,Mycobacterium leprae,http://iedb.org/metaproteome/1769,669,934,1603,
1772,Mycobacterium smegmatis,246196,428,bacterium,metaproteome,strong-blast-match,1772,Mycobacterium smegmatis,http://iedb.org/metaproteome/1772,525,6076,6601,
1773,Mycobacterium tuberculosis,515616; 182785; 515617; 478434; 478435; 83331; 83332; 555461; 611302; 611303; 1438824; 652616; 348776; 419947; 1078763; 1354156; 1091500; 520140; 1773; 443149; 1091501; 520141; 443150; 1306414; 1448751; 1427279; 1452723; 336982; 1455286; 1304279; 395095; 537209; 675513; 537210; 515615; 1448575,7861,bacterium,metaproteome,strong-blast-match,1773,Mycobacterium tuberculosis,http://iedb.org/metaproteome/1773,2026,2534,4560,
1777,Mycobacterium gastri,1436723,1,bacterium,uniprot-complete,strong-blast-match,1436723,Mycobacterium gastri 'Wayne',http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A1436723,0,5693,5693,
1778,Mycobacterium gordonae,1778,1,bacterium,metaproteome,strong-blast-match,1778,Mycobacterium gordonae,http://iedb.org/metaproteome/1778,0,6407,6407,
1781,Mycobacterium marinum,216594; 1781,246,bacterium,metaproteome,strong-blast-match,1781,Mycobacterium marinum,http://iedb.org/metaproteome/1781,328,5090,5418,
1783,Mycobacterium scrofulaceum,1783,2,bacterium,uniprot-misc,strong-blast-match,1783,Mycobacterium scrofulaceum,http://www.uniprot.org/uniprot/?query=taxonomy%3A1783,3,36,39,
1795,Mycobacterium neoaurum,1795,1,bacterium,metaproteome,strong-blast-match,1795,Mycobacterium neoaurum,http://iedb.org/metaproteome/1795,0,4995,4995,
1804,Mycobacterium gilvum,350054; 278137,843,bacterium,uniprot-complete,strong-blast-match,350054,Mycobacterium gilvum PYR-GCK,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A350054,282,5217,5499,
1809,Mycobacterium ulcerans,362242; 1809,151,bacterium,metaproteome,strong-blast-match,1809,Mycobacterium ulcerans,http://iedb.org/metaproteome/1809,5,9108,9113,
1828,Rhodococcus fascians,1828,2,bacterium,uniprot-complete,strong-blast-match,1051973,Rhodococcus fascians D188,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A1051973,0,5138,5138,
1833,Rhodococcus erythropolis,1833,2,bacterium,metaproteome,strong-blast-match,1833,Rhodococcus erythropolis,http://iedb.org/metaproteome/1833,203,6222,6425,
1902,Streptomyces coelicolor,100226,3,bacterium,metaproteome,strong-blast-match,1902,Streptomyces coelicolor,http://iedb.org/metaproteome/1902,765,7273,8038,
1916,Streptomyces lividans,1916,1,bacterium,uniprot-complete,strong-blast-match,1200984,Streptomyces lividans 1326,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A1200984,0,8074,8074,
1946,Streptomyces kasugaensis (Streptomyces kasugensis),1946,1,bacterium,uniprot-misc,strong-blast-match,1946,Streptomyces kasugaensis (Streptomyces kasugensis),http://www.uniprot.org/uniprot/?query=taxonomy%3A1946,2,73,75,
2021,Thermobifida fusca,269800,1,bacterium,metaproteome,strong-blast-match,2021,Thermobifida fusca,http://iedb.org/metaproteome/2021,289,2796,3085,
2039,Tropheryma whipplei,218496,1,bacterium,metaproteome,strong-blast-match,2039,Tropheryma whipplei,http://iedb.org/metaproteome/2039,212,593,805,
2066,Kitasatospora setae (Kitasatospora setensis),452652,1,bacterium,metaproteome,strong-blast-match,2066,Kitasatospora setae (Kitasatospora setensis),http://iedb.org/metaproteome/2066,0,7443,7443,
2096,Mycoplasma gallisepticum,2096,1,bacterium,metaproteome,strong-blast-match,2096,Mycoplasma gallisepticum,http://iedb.org/metaproteome/2096,190,571,761,
2097,Mycoplasma genitalium,243273; 2097,3,bacterium,metaproteome,strong-blast-match,2097,Mycoplasma genitalium,http://iedb.org/metaproteome/2097,483,0,483,
2099,Mycoplasma hyopneumoniae,262722; 754503; 2099; 295358,40,bacterium,metaproteome,strong-blast-match,2099,Mycoplasma hyopneumoniae,http://iedb.org/metaproteome/2099,126,547,673,
2104,Mycoplasma pneumoniae,722438; 2104; 272634,5,bacterium,metaproteome,strong-blast-match,2104,Mycoplasma pneumoniae,http://iedb.org/metaproteome/2104,687,0,687,
2110,Mycoplasma agalactiae,347257,1,bacterium,metaproteome,strong-blast-match,2110,Mycoplasma agalactiae,http://iedb.org/metaproteome/2110,93,633,726,
2111,Mycoplasma arthritidis,2111,1,bacterium,metaproteome,strong-blast-match,2111,Mycoplasma arthritidis,http://iedb.org/metaproteome/2111,87,544,631,
2133,Spiroplasma citri,2133,1,bacterium,uniprot-complete,strong-blast-match,2133,Spiroplasma citri,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A2133,0,8,8,
2148,Acholeplasma laidlawii,441768,1,bacterium,metaproteome,strong-blast-match,2148,Acholeplasma laidlawii,http://iedb.org/metaproteome/2148,147,1233,1380,
2190,Methanocaldococcus jannaschii,243232,4,archeobacterium,metaproteome,strong-blast-match,2190,Methanocaldococcus jannaschii,http://iedb.org/metaproteome/2190,1787,0,1787,
2234,Archaeoglobus fulgidus,224325,1,archeobacterium,metaproteome,strong-blast-match,2234,Archaeoglobus fulgidus,http://iedb.org/metaproteome/2234,1017,1381,2398,
2261,Pyrococcus furiosus,186497,1,archeobacterium,metaproteome,strong-blast-match,2261,Pyrococcus furiosus,http://iedb.org/metaproteome/2261,495,1550,2045,
2439,Plasmid ColB2,2439,1,other,,,,,,,,,storage/proteomes/.fasta (No such file or directory)
2465,Plasmid F,2465,1,other,,,,,,,,,storage/proteomes/.fasta (No such file or directory)
2771,Cyanidium caldarium,2771,1,other-eukaryote,uniprot-misc,strong-blast-match,2771,Cyanidium caldarium,http://www.uniprot.org/uniprot/?query=taxonomy%3A2771,180,83,263,
2903,Emiliania huxleyi,280463,1,other-eukaryote,uniprot-reference,strong-blast-match,2903,Emiliania huxleyi,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A2903,96,35601,35697,
3067,Volvox carteri,3068,1,other-eukaryote,uniprot-reference,strong-blast-match,3068,Volvox carteri f. nagariensis,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A3068,0,14335,14335,
3352,Pinus taeda (loblolly pine),3352,4,other-eukaryote,genbank,strong-blast-match,3352,Pinus taeda (loblolly pine),http://www.ncbi.nlm.nih.gov/genome/?term=txid3352[Organism:noexp],0,71,71,
3369,Cryptomeria japonica (Japanese cedar),3369,14,other-eukaryote,iuis,strong-blast-match,3369,Cryptomeria japonica (Japanese cedar),http://iedb.org/IUISProteome_3369,2,0,2,
3505,Betula pendula (white birch),3505,21,other-eukaryote,iuis,strong-blast-match,3505,Betula pendula (white birch),http://iedb.org/IUISProteome_3505,5,1,6,
3513,Quercus alba (white oak),3513,2,other-eukaryote,iuis,strong-blast-match,3513,Quercus alba (white oak),http://iedb.org/IUISProteome_3513,0,1,1,
3517,Alnus glutinosa,3517,3,other-eukaryote,iuis,strong-blast-match,3517,Alnus glutinosa,http://iedb.org/IUISProteome_3517,2,0,2,
3559,Chenopodium album (pigweed),3559,1,other-eukaryote,iuis,strong-blast-match,3559,Chenopodium album (pigweed),http://iedb.org/IUISProteome_3559,3,0,3,
3567,Amaranthus caudatus (love-lies-bleeding),3567,1,other-eukaryote,uniprot-misc,strong-blast-match,3567,Amaranthus caudatus (love-lies-bleeding),http://www.uniprot.org/uniprot/?query=taxonomy%3A3567,5,7,12,
3617,Fagopyrum esculentum (common buckwheat),3617,5,other-eukaryote,iuis,strong-blast-match,3617,Fagopyrum esculentum (common buckwheat),http://iedb.org/IUISProteome_3617,0,2,2,
3645,Bertholletia excelsa (Brazil nut),3645,3,other-eukaryote,iuis,strong-blast-match,3645,Bertholletia excelsa (Brazil nut),http://iedb.org/IUISProteome_3645,1,1,2,
3649,Carica papaya (mamon),3649,1,other-eukaryote,genbank,strong-blast-match,3649,Carica papaya (mamon),http://www.ncbi.nlm.nih.gov/genome/?term=txid3649[Organism:noexp],0,123,123,
3656,Cucumis melo (Oriental melon),3656,2,other-eukaryote,iuis,strong-blast-match,3656,Cucumis melo (Oriental melon),http://iedb.org/IUISProteome_3656,3,0,3,
3663,Cucurbita pepo,3665,1,other-eukaryote,uniprot-misc,strong-blast-match,3663,Cucurbita pepo,http://www.uniprot.org/uniprot/?query=taxonomy%3A3663,16,133,149,
3677,Trichosanthes kirilowii (tian hua fen),3677,2,other-eukaryote,uniprot-misc,strong-blast-match,3677,Trichosanthes kirilowii (tian hua fen),http://www.uniprot.org/uniprot/?query=taxonomy%3A3677,6,27,33,
3694,Populus trichocarpa (western balsam poplar),3694,1,other-eukaryote,uniprot-reference,strong-blast-match,3694,Populus trichocarpa (western balsam poplar),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A3694,122,44344,44466,
3702,Arabidopsis thaliana (mouse-ear cress),3702,13,other-eukaryote,uniprot-reference,strong-blast-match,3702,Arabidopsis thaliana (mouse-ear cress),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A3702,12616,19126,31742,
3704,Armoracia rusticana (horseradish),3704,1,other-eukaryote,uniprot-misc,strong-blast-match,3704,Armoracia rusticana (horseradish),http://www.uniprot.org/uniprot/?query=taxonomy%3A3704,9,45,54,
3707,Brassica juncea (brown mustard),3707,3,other-eukaryote,iuis,strong-blast-match,3707,Brassica juncea (brown mustard),http://iedb.org/IUISProteome_3707,1,0,1,
3708,Brassica napus (oilseed rape),3708,1,other-eukaryote,uniprot-reference,strong-blast-match,3708,Brassica napus (oilseed rape),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A3708,4,98757,98761,
3711,Brassica rapa (field mustard),3711,1,other-eukaryote,uniprot-reference,strong-blast-match,51351,Brassica rapa subsp. pekinensis (celery cabbage),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A51351,10,40799,40809,
3728,Sinapis alba (bai jie),3728,2,other-eukaryote,iuis,strong-blast-match,3728,Sinapis alba (bai jie),http://iedb.org/IUISProteome_3728,1,1,2,
3750,Malus domestica (apple tree),3750,7,other-eukaryote,iuis,strong-blast-match,3750,Malus domestica (apple tree),http://iedb.org/IUISProteome_3750,3,0,3,
3755,Prunus dulcis (sweet almond),3755,3,other-eukaryote,iuis,strong-blast-match,3755,Prunus dulcis (sweet almond),http://iedb.org/IUISProteome_3755,1,3,4,
