Species Key	Species ID	Species Label	Active Taxa	Group
83816-Methanobrevibacter-ruminantium	83816	Methanobrevibacter ruminantium	83816	archeobacterium
84590-Taylorella-asinigenitalis	84590	Taylorella asinigenitalis	1408475	bacterium
85223-Laurus-nobilis-bay-laurel	85223	Laurus nobilis (bay laurel)	85223	plant
85363-Aconitum-carmichaelii	85363	Aconitum carmichaelii	85363	plant
85552-Scylla-paramamosain-green-mud-crab	85552	Scylla paramamosain (green mud crab)	85552	other-eukaryote
85698-Achromobacter-xylosoxidans-Achromobacter-xylosoxydans	85698	Achromobacter xylosoxidans (Achromobacter xylosoxydans)	85698	bacterium
85777-Agelas-mauritiana	85777	Agelas mauritiana	85777	other-eukaryote
85831-Bacteroides-acidifaciens	85831	Bacteroides acidifaciens	85831	bacterium
85929-Sphaerulina-musiva	85929	Sphaerulina musiva	85929	other-eukaryote
85991-Chlamydia-pecorum	85991	Chlamydia pecorum	331635, 85991, 1427371	bacterium
86049-Cladophialophora-carrionii	86049	Cladophialophora carrionii	86049	other-eukaryote
86600-Discosoma-sp	86600	Discosoma sp.	86600	other-eukaryote
86782-Amur-virus	86782	Amur virus	170955, 86782	virus
87786-Human-endogenous-retrovirus-W	87786	Human endogenous retrovirus W	62805, 89382, 87786	virus
87883-Burkholderia-multivorans	87883	Burkholderia multivorans	87883	bacterium
88036-Selaginella-moellendorffii	88036	Selaginella moellendorffii	88036	other-eukaryote
88085-Lachesis-stenophrys	88085	Lachesis stenophrys	88085	vertebrate
88086-Protobothrops-elegans-sakishima-habu	88086	Protobothrops elegans (sakishima habu)	88086	vertebrate
88087-Protobothrops-flavoviridis-habu	88087	Protobothrops flavoviridis (habu)	88087	vertebrate
88431-Dorea-longicatena	88431	Dorea longicatena	88431	bacterium
89059-Ligilactobacillus-acidipiscis	89059	Ligilactobacillus acidipiscis	89059	bacterium
89462-Bubalus-bubalis-domestic-water-buffalo	89462	Bubalus bubalis (domestic water buffalo)	89462	vertebrate
89586-Neoehrlichia-mikurensis	89586	Neoehrlichia mikurensis	89586	bacterium
89946-Merluccius-australis-southern-hake	89946	Merluccius australis (southern hake)	307685	vertebrate
91465-Pseudomonas-sp-MIS38	91465	Pseudomonas sp. MIS38	91465	bacterium
91626-Mucor-ambiguus	91626	Mucor ambiguus	91626	other-eukaryote
92050-Macruronus-magellanicus-Patagonian-grenadier	92050	Macruronus magellanicus (Patagonian grenadier)	92050	vertebrate
92637-Metarhizium-acridum	92637	Metarhizium acridum	655827, 92637	other-eukaryote
93621-Heteropneustes-fossilis-stinging-catfish	93621	Heteropneustes fossilis (stinging catfish)	93621	vertebrate
93678-TTV-like-mini-virus-Torque-teno-mini-virus	93678	TTV-like mini virus (Torque teno mini virus)	93678	virus
95342-Sapporo-virus-Human-calicivirus-SLV	95342	Sapporo virus (Human calicivirus SLV)	234603, 82659	virus
95486-Burkholderia-cenocepacia	95486	Burkholderia cenocepacia	331272, 350702, 95486	bacterium
95602-Eriocheir-sinensis-Chinese-hairy-crab	95602	Eriocheir sinensis (Chinese hairy crab)	95602	other-eukaryote
97138-Clostridium-sp-MD294	97138	Clostridium sp. MD294	97138	bacterium
97253-Eubacterium-plexicaudatum	97253	Eubacterium plexicaudatum	1235802, 97253	bacterium
97477-Acetomicrobium-mobile	97477	Acetomicrobium mobile	97477	bacterium
99000-Tanapox-virus	99000	Tanapox virus	132475	virus
99586-Echis-ocellatus	99586	Echis ocellatus	99586	vertebrate
99806-Taxus-cuspidata-Japanese-yew	99806	Taxus cuspidata (Japanese yew)	99806	plant
99883-Tetraodon-nigroviridis-spotted-green-pufferfish	99883	Tetraodon nigroviridis (spotted green pufferfish)	99883	vertebrate
102862-Proteus-penneri	102862	Proteus penneri	10001501, 10001835, 10001837, 102862, 10001581, 10001836	bacterium
103448-Pleistophora-sp-LS	103448	Pleistophora sp. LS	103448	other-eukaryote
104102-Acetobacter-tropicalis	104102	Acetobacter tropicalis	104102	bacterium
104355-Gloeophyllum-trabeum	104355	Gloeophyllum trabeum	104355	other-eukaryote
104388-Anatid-alphaherpesvirus-1-Anatid-Herpes-virus-1	104388	Anatid alphaherpesvirus 1 (Anatid Herpes virus-1)	10001573	virus
105560-Methylibium-petroleiphilum	105560	Methylibium petroleiphilum	420662	bacterium
105751-Aeromonas-bestiarum	105751	Aeromonas bestiarum	105751	bacterium
106276-Mimachlamys-nobilis-noble-scallop	106276	Mimachlamys nobilis (noble scallop)	106276	other-eukaryote
106590-Cupriavidus-necator	106590	Cupriavidus necator	381666	bacterium
106654-Acinetobacter-nosocomialis	106654	Acinetobacter nosocomialis	106654	bacterium
108098-Human-mastadenovirus-B-Human-adenovirus-B	108098	Human mastadenovirus B (Human adenovirus B)	714978, 108098, 10519, 10521, 343462, 10001392, 45659, 343463, 10541	virus
110321-Sinorhizobium-medicae-Ensifer-meliloti-WSM4191	110321	Sinorhizobium medicae (Ensifer meliloti WSM4191)	110321	bacterium
110539-Mycolicibacterium-vanbaalenii	110539	Mycolicibacterium vanbaalenii	350058	bacterium
114497-Cordyceps-fumosorosea	114497	Cordyceps fumosorosea	114497	other-eukaryote
114742-Pythium-insidiosum	114742	Pythium insidiosum	114742	other-eukaryote
117187-Fusarium-verticillioides	117187	Fusarium verticillioides	117187	other-eukaryote
117207-Sphingopyxis-alaskensis-Sphingomonas-alaska	117207	Sphingopyxis alaskensis (Sphingomonas alaska)	317655	bacterium
117260-Rosa-acicularis	117260	Rosa acicularis	117260	plant
118161-Pleurocapsa-sp-PCC-7319	118161	Pleurocapsa sp. PCC 7319	118161	bacterium
119219-Cupriavidus-metallidurans	119219	Cupriavidus metallidurans	266264	bacterium
120505-Baboon-cytomegalovirus	120505	Baboon cytomegalovirus	120505	virus
121225-Pediculus-humanus-body-lice	121225	Pediculus humanus (body lice)	121224	other-eukaryote
121723-Photobacterium-sp-SKA34	121723	Photobacterium sp. SKA34	121723	bacterium
121759-Paracoccidioides-brasiliensis	121759	Paracoccidioides brasiliensis	502780, 121759, 10000566	other-eukaryote
122291-Kappapapillomavirus-1-Rabbit-oral-papillomavirus	122291	Kappapapillomavirus 1 (Rabbit oral papillomavirus)	122291	virus
122355-Pseudomonas-psychrophila	122355	Pseudomonas psychrophila	122355	bacterium
123734-Hypoderma-bovis-northern-cattle-grub	123734	Hypoderma bovis (northern cattle grub)	123734	other-eukaryote
123841-Helicobacter-canadensis	123841	Helicobacter canadensis	123841	bacterium
127886-Alkalihalobacillus-hemicellulosilyticus	127886	Alkalihalobacillus hemicellulosilyticus	127886	bacterium
127999-Tanacetum-parthenium-feverfew	127999	Tanacetum parthenium (feverfew)	127999	plant
129052-Catelliglobosispora-koreensis-Catellatispora-koreensis	129052	Catelliglobosispora koreensis (Catellatispora koreensis)	129052	bacterium
129470-Micrurus-surinamensis	129470	Micrurus surinamensis	129470	vertebrate
129727-Bovine-papular-stomatitis-virus	129727	Bovine papular stomatitis virus	129727	virus
129788-Ruditapes-philippinarum-Japanese-littleneck	129788	Ruditapes philippinarum (Japanese littleneck)	129788	other-eukaryote
129875-Human-mastadenovirus-A-Human-adenovirus-A	129875	Human mastadenovirus A (Human adenovirus A)	28282, 10529, 129875	virus
129951-Human-mastadenovirus-C-Human-adenovirus-C	129951	Human mastadenovirus C (Human adenovirus C)	129951, 10533, 10515, 28285	virus
129956-Murine-mastadenovirus-A-Murine-adenovirus-A	129956	Murine mastadenovirus A (Murine adenovirus A)	10530	virus
130308-Human-mastadenovirus-E-Human-adenovirus-E	130308	Human mastadenovirus E (Human adenovirus E)	28280	virus
130309-Human-mastadenovirus-F-Human-adenovirus-F	130309	Human mastadenovirus F (Human adenovirus F)	10524, 28284	virus
130310-Human-mastadenovirus-D-Human-adenovirus-D	130310	Human mastadenovirus D (Human adenovirus D)	46921, 31545, 46941, 28276	virus
131110-Schaalia-radingae	131110	Schaalia radingae	131110	bacterium
131568-Kineococcus-radiotolerans	131568	Kineococcus radiotolerans	266940	bacterium
133926-Olsenella-uli	133926	Olsenella uli	133926	bacterium
134537-Paraburkholderia-fungorum	134537	Paraburkholderia fungorum	134537	bacterium
136371-Lasallia-papulosa	136371	Lasallia papulosa	136371	other-eukaryote
136966-SEN-virus-SEN-V	136966	SEN virus (SEN-V)	136966	virus
138072-Candidatus-Hamiltonella-defensa	138072	Candidatus Hamiltonella defensa	138072	bacterium
138336-Blastococcus-saxobsidens	138336	Blastococcus saxobsidens	1146883	bacterium
138948-Enterovirus-A-Coxsackievirus-A	138948	Enterovirus A (Coxsackievirus A)	69153, 138948, 10002056, 42769, 42786, 10000549, 86107, 10000547, 42785, 39054, 150846, 31704, 103922, 10001902, 10002667, 10002015, 10000548, 2884179	virus
138949-Enterovirus-B-Enterovirus-EV-B	138949	Enterovirus B (Enterovirus EV-B)	12067, 10000842, 103915, 12075, 138949, 10000809, 10001002, 41846, 103906, 103903, 12076, 12060, 12071, 12078, 12072, 82639, 12073, 35293, 10001213, 103905, 12077, 47516	virus
138950-Enterovirus-C-Enterovirus-EV-C	138950	Enterovirus C (Enterovirus EV-C)	12080, 138950, 12082, 270338, 10001028, 12088, 42782, 12081, 10001040, 12086	virus
138951-Enterovirus-D-Enterovirus-EV-D	138951	Enterovirus D (Enterovirus EV-D)	138951, 42789	virus
139445-Limestone-Canyon-virus	139445	Limestone Canyon virus	139445	virus
145262-Methanothermobacter-thermautotrophicus	145262	Methanothermobacter thermautotrophicus	187420, 145262	archeobacterium
146500-Watermelon-mosaic-virus-Watermelon-mosaic-virus-2	146500	Watermelon mosaic virus (Watermelon mosaic virus 2)	148360	virus
147272-Paspalum-notatum-Bahia-grass	147272	Paspalum notatum (Bahia grass)	147272	plant
147711-Rhinovirus-A-Human-rhinovirus-A	147711	Rhinovirus A (Human rhinovirus A)	12130, 12132, 185907, 12134, 650130, 185894, 147711, 10000987, 185905, 31708	virus
147712-Rhinovirus-B-Human-rhinovirus-B	147712	Rhinovirus B (Human rhinovirus B)	12131	virus
150340-Vibrio-antiquarius	150340	Vibrio antiquarius	150340	bacterium
151250-Kali-turgidum-common-saltwort	151250	Kali turgidum (common saltwort)	151250	plant
152480-Burkholderia-ambifaria	152480	Burkholderia ambifaria	339670	bacterium
152682-Sphingomonas-melonis	152682	Sphingomonas melonis	152682	bacterium
152794-Corynebacterium-efficiens	152794	Corynebacterium efficiens	152794, 196164	bacterium
153496-Kozakia-baliensis	153496	Kozakia baliensis	153496	bacterium
154334-Macacine-gammaherpesvirus-5-Cercopithecine-herpesvirus-17	154334	Macacine gammaherpesvirus 5 (Cercopithecine herpesvirus 17)	169974	virus
155615-Fusobacterium-vincentii-Fusibacterium-nucleatum-subsp-fusiforme	155615	Fusobacterium vincentii (Fusibacterium nucleatum subsp. fusiforme)	209882	bacterium
156230-Karenia-brevis	156230	Karenia brevis	156230	other-eukaryote
157914-Ziziphus-mauritiana-Chinese-date	157914	Ziziphus mauritiana (Chinese-date)	157914	plant
158836-Enterobacter-hormaechei-CDC-Enteric-Group-75	158836	Enterobacter hormaechei (CDC Enteric Group 75)	158836	bacterium
158877-Yokenella-regensburgei	158877	Yokenella regensburgei	10001504, 10001505	bacterium
158899-Collimonas-fungivorans	158899	Collimonas fungivorans	1005048, 158899	bacterium
159091-Pseudomonas-sp-KIE171	159091	Pseudomonas sp. KIE171	159091	bacterium
159449-Embleya-scabrispora	159449	Embleya scabrispora	159449	bacterium
159479-Saaremaa-hantavirus-Saaremaa-virus	159479	Saaremaa hantavirus (Saaremaa virus)	159479	virus
160808-Acidithiobacillus-ferrivorans	160808	Acidithiobacillus ferrivorans	160808	bacterium
161600-Yellow-grouper-nervous-necrosis-virus	161600	Yellow grouper nervous necrosis virus	161600	virus
161934-Beta-vulgaris-beet	161934	Beta vulgaris (beet)	161934	plant
162425-Aspergillus-nidulans	162425	Aspergillus nidulans	162425	other-eukaryote
163164-Wolbachia-endosymbiont-of-Drosophila-melanogaster-Wolbachia-endosymbiont-of-Drosophila-melanogaster	163164	Wolbachia endosymbiont of Drosophila melanogaster (Wolbachia (endosymbiont of Drosophila melanogaster))	163164	bacterium
164756-Mycobacterium-sp-MCS	164756	Mycobacterium sp. MCS	164756	bacterium
164757-Mycobacterium-sp-JLS	164757	Mycobacterium sp. JLS	164757	bacterium
165179-Prevotella-copri	165179	Prevotella copri	165179	bacterium
166486-Roseburia-intestinalis	166486	Roseburia intestinalis	166486	bacterium
169174-Calabazo-virus	169174	Calabazo virus	169174	virus
171929-Anacardium-occidentale-cashew	171929	Anacardium occidentale (cashew)	171929	plant
176275-Beauveria-bassiana	176275	Beauveria bassiana	176275	other-eukaryote
180498-Jatropha-curcas	180498	Jatropha curcas	180498	plant
185782-Aquareovirus-C	185782	Aquareovirus C	128987	virus
185949-Sphingomonas-aurantiaca	185949	Sphingomonas aurantiaca	185949	bacterium
186538-Zaire-ebolavirus-Zaire-Ebola-virus	186538	Zaire ebolavirus (Zaire Ebola virus)	128947, 1570291, 128952, 1891187, 129000, 186538, 128951	virus
186539-Reston-ebolavirus-Ebola-virus-Reston	186539	Reston ebolavirus (Ebola virus Reston)	186539, 386032, 129003	virus
186540-Sudan-ebolavirus-Sudan-Ebola-virus	186540	Sudan ebolavirus (Sudan Ebola virus)	128948, 386033, 128949, 186540, 428693	virus
186541-Tai-Forest-ebolavirus-Cote-dIvoire-Ebola-virus	186541	Tai Forest ebolavirus (Cote d'Ivoire Ebola virus)	128999, 186541	virus
188763-Panine-betaherpesvirus-2-Chimpanzee-cytomegalovirus	188763	Panine betaherpesvirus 2 (Chimpanzee cytomegalovirus)	188763	virus
189918-Mycobacterium-sp-KMS	189918	Mycobacterium sp. KMS	189918	bacterium
190063-Fowl-aviadenovirus-C-Fowl-adenovirus-C	190063	Fowl aviadenovirus C (Fowl adenovirus C)	190063, 130663	virus
190065-Fowl-aviadenovirus-E-Fowl-adenovirus-E	190065	Fowl aviadenovirus E (Fowl adenovirus E)	586029	virus
190898-Desulfotignum-phosphitoxidans	190898	Desulfotignum phosphitoxidans	1286635	bacterium
194326-Companilactobacillus-versmoldensis	194326	Companilactobacillus versmoldensis	194326	bacterium
194440-Primate-T-lymphotropic-virus-1	194440	Primate T-lymphotropic virus 1	11926, 11927, 11908, 33747, 39015, 11928, 10001004	virus
194441-Primate-T-lymphotropic-virus-2	194441	Primate T-lymphotropic virus 2	11909	virus
196403-Baboon-endogenous-virus	196403	Baboon endogenous virus	11764, 196403	virus
197575-Haemophilus-aegyptius-Koch-Weeks-bacillus	197575	Haemophilus aegyptius (Koch-Weeks bacillus)	197575	bacterium
199306-Coccidioides-posadasii	199306	Coccidioides posadasii	199306, 222929	other-eukaryote
199738-uncultured-Chlamydia-sp	199738	uncultured Chlamydia sp.	199738	bacterium
200454-Pseudomonas-tremae	200454	Pseudomonas tremae	200454	bacterium
202950-Acinetobacter-baylyi	202950	Acinetobacter baylyi	202950	bacterium
203192-Stutzerimonas-chloritidismutans	203192	Stutzerimonas chloritidismutans	203192	bacterium
204038-Dickeya-dadantii	204038	Dickeya dadantii	204038	bacterium
205075-Candidatus-Rickettsia-tarasevichiae-Rickettsia-tarasevichiae	205075	Candidatus Rickettsia tarasevichiae (Rickettsia tarasevichiae)	205075	bacterium
205488-Ebola-virus-sp-Ebola-virus-EBO	205488	Ebola virus sp. (Ebola virus EBO)	205488	virus
208226-Alkaliphilus-metalliredigens	208226	Alkaliphilus metalliredigens	208226	bacterium
209285-Thermochaetoides-thermophila	209285	Thermochaetoides thermophila	759272	other-eukaryote
212361-Anabaena-aequalis	212361	Anabaena aequalis	212361	bacterium
214856-Alistipes-finegoldii	214856	Alistipes finegoldii	214856	bacterium
215243-Exophiala-oligosperma	215243	Exophiala oligosperma	215243	other-eukaryote
215358-Larimichthys-crocea-croceine-croaker	215358	Larimichthys crocea (croceine croaker)	215358	vertebrate
216465-Polaromonas-naphthalenivorans	216465	Polaromonas naphthalenivorans	365044	bacterium
216816-Bifidobacterium-longum	216816	Bifidobacterium longum	205913	bacterium
217686-Little-cherry-virus-1-Little-cherry-closterovirus	217686	Little cherry virus 1 (Little cherry closterovirus)	217686	virus
218538-Dialister-invisus	218538	Dialister invisus	218538	bacterium
220837-Cryptosporidium-sp-MNJ-1	220837	Cryptosporidium sp. MNJ-1	220837	other-eukaryote
223337-Tobacco-leaf-curl-Zimbabwe-virus	223337	Tobacco leaf curl Zimbabwe virus	223337	virus
226899-Grosmannia-clavigera	226899	Grosmannia clavigera	655863	other-eukaryote
231455-Dyella-japonica	231455	Dyella japonica	231455	bacterium
237609-Pseudomonas-alkylphenolica	237609	Pseudomonas alkylphenolica	237609	bacterium
237895-Cryptosporidium-hominis	237895	Cryptosporidium hominis	237895	other-eukaryote
239935-Akkermansia-muciniphila	239935	Akkermansia muciniphila	349741, 239935	bacterium
240125-Mycobacterium-parascrofulaceum	240125	Mycobacterium parascrofulaceum	525368	bacterium
240426-Squirrelpox-virus-Squirrel-parapoxvirus	240426	Squirrelpox virus (Squirrel parapoxvirus)	240426	virus
246437-Tupaia-chinensis-Chinese-tree-shrew	246437	Tupaia chinensis (Chinese tree shrew)	246437	vertebrate
246618-Bifidobacterium-thermacidophilum	246618	Bifidobacterium thermacidophilum	246618	bacterium
246787-Bacteroides-cellulosilyticus	246787	Bacteroides cellulosilyticus	246787	bacterium
252307-Robiginitalea-biformata	252307	Robiginitalea biformata	313596	bacterium
254252-Lactococcus-virus-P2-Lactococcus-bacteriophage-p2	254252	Lactococcus virus P2 (Lactococcus bacteriophage p2)	254252	virus
256839-Shewanella-decolorationis	256839	Shewanella decolorationis	256839	bacterium
259354-Desulfatibacillum-alkenivorans-Desulfatibacillum-alcenivorans	259354	Desulfatibacillum alkenivorans (Desulfatibacillum alcenivorans)	439235	bacterium
261202-Alto-Paraguay-hantavirus-Hantavirus-strain-AlPa	261202	Alto Paraguay hantavirus (Hantavirus strain AlPa)	261202	virus
261204-Itapua-hantavirus	261204	Itapua hantavirus	261204	virus
261658-Cavenderia-fasciculata	261658	Cavenderia fasciculata	261658	other-eukaryote
263511-Crocosphaera-watsonii	263511	Crocosphaera watsonii	165597	bacterium
263815-Pneumocystis-murina-Pneumocystis-carinii-f-sp-muris	263815	Pneumocystis murina (Pneumocystis carinii f. sp. muris)	263815	other-eukaryote
264635-Acholeplasma-granularum	264635	Acholeplasma granularum	264635	bacterium
265619-Ornithodoros-erraticus	265619	Ornithodoros erraticus	265619	other-eukaryote
266779-Chelativorans-sp-BNC1	266779	Chelativorans sp. BNC1	266779	bacterium
267212-Neisseria-bacilliformis	267212	Neisseria bacilliformis	267212	bacterium
270478-Zantedeschia-mild-mosaic-virus	270478	Zantedeschia mild mosaic virus	270478	virus
272131-Nostoc-punctiforme	272131	Nostoc punctiforme	63737	bacterium
272636-Adeno-associated-virus	272636	Adeno-associated virus	272636	virus
273371-Candida-orthopsilosis	273371	Candida orthopsilosis	273371	other-eukaryote
277944-Human-coronavirus-NL63-Coronavirus-NL63	277944	Human coronavirus NL63 (Coronavirus NL63)	277944, 10002687	virus
280240-Nocardiopsis-baichengensis	280240	Nocardiopsis baichengensis	280240	bacterium
283877-Leucobacter-chromiireducens	283877	Leucobacter chromiireducens	283877	bacterium
284581-Priestia-koreensis	284581	Priestia koreensis	284581	bacterium
286540-Soochong-virus	286540	Soochong virus	286542	virus
290028-Human-coronavirus-HKU1-CoV-HKU1	290028	Human coronavirus HKU1 (CoV-HKU1)	443240, 443239, 290028, 443241	virus
296587-Micromonas-commoda	296587	Micromonas commoda	296587	other-eukaryote
298653-Frankia-sp-EAN1pec	298653	Frankia sp. EAN1pec	298653	bacterium
300180-Mopeia-Lassa-virus-reassortant-29-Mopeia-Lassa-reassortant-29	300180	Mopeia Lassa virus reassortant 29 (Mopeia Lassa reassortant 29)	300180	virus
301964-CY1014-virus-New-Mapoon-virus-strain-CY1014	301964	CY1014 virus (New Mapoon virus strain CY1014)	301964	virus
304399-Mule-deerpox-virus-Deerpox-virus	304399	Mule deerpox virus (Deerpox virus)	305674	virus
304895-Catenulispora-acidiphila	304895	Catenulispora acidiphila	304895	bacterium
308159-Araucaria-virus-Paran-virus	308159	Araucaria virus (Paran virus)	308159, 308061	virus
310542-Chimpanzee-adenovirus	310542	Chimpanzee adenovirus	310542	virus
311410-Roseibium-album	311410	Roseibium album	311410	bacterium
312185-Erbovirus-A-Equine-rhinitis-B-virus	312185	Erbovirus A (Equine rhinitis B virus)	650131, 10001930, 10001929	virus
312306-Pseudomonas-entomophila	312306	Pseudomonas entomophila	384676	bacterium
313589-Janibacter-sp-HTCC2649	313589	Janibacter sp. HTCC2649	313589	bacterium
313627-Bacillus-sp-NRRL-B-14911	313627	Bacillus sp. NRRL B-14911	313627	bacterium
314262-Roseobacter-sp-MED193	314262	Roseobacter sp. MED193	314262	bacterium
314275-Alteromonas-mediterranea	314275	Alteromonas mediterranea	314275	bacterium
316068-Leadbetterella-byssophila	316068	Leadbetterella byssophila	316068	bacterium
316287-Ceratogyrus-marshalli	316287	Ceratogyrus marshalli	316287	other-eukaryote
320667-Trichosanthes-dioica-palwal	320667	Trichosanthes dioica (palwal)	320667	plant
322053-Konjac-mosaic-virus	322053	Konjac mosaic virus	322053	virus
328812-Parabacteroides-goldsteinii	328812	Parabacteroides goldsteinii	328812	bacterium
328814-Alistipes-shahii	328814	Alistipes shahii	328814	bacterium
329091-Cupressus-torulosa	329091	Cupressus torulosa	329091	plant
329852-Emesvirus-zinderi-Enterobacteri-levivirus-I	329852	Emesvirus zinderi (Enterobacteri levivirus I)	12022	virus
329854-Bacteroides-intestinalis	329854	Bacteroides intestinalis	329854	bacterium
332163-Candidatus-Solibacter-usitatus-Solibacter-usitatus	332163	Candidatus Solibacter usitatus (Solibacter usitatus)	234267	bacterium
333367-Enterocloster-asparagiformis	333367	Enterocloster asparagiformis	333367	bacterium
333754-Alphapapillomavirus-10-Human-papillomavirus---6	333754	Alphapapillomavirus 10 (Human papillomavirus - 6)	10580, 31552, 10600, 10573, 333754, 10592	virus
333757-Alphapapillomavirus-8-Human-papillomavirus---7	333757	Alphapapillomavirus 8 (Human papillomavirus - 7)	10615, 10620	virus
333766-Alphapapillomavirus-13	333766	Alphapapillomavirus 13	1671798	virus
333767-Alphapapillomavirus-3-Human-papillomavirus---61	333767	Alphapapillomavirus 3 (Human papillomavirus - 61)	171370	virus
333926-Gammapapillomavirus-1	333926	Gammapapillomavirus 1	10617	virus
333990-Carnobacterium-sp-AT7	333990	Carnobacterium sp. AT7	333990	bacterium
334203-Mupapillomavirus-1-Human-papillomavirus---1	334203	Mupapillomavirus 1 (Human papillomavirus - 1)	334203, 10583	virus
334205-Nupapillomavirus-1-Human-papillomavirus---41	334205	Nupapillomavirus 1 (Human papillomavirus - 41)	10589	virus
334426-Angiostrongylus-costaricensis-American-rat-lungworm	334426	Angiostrongylus costaricensis (American rat lungworm)	334426	other-eukaryote
334440-Palythoa-tuberculosa	334440	Palythoa tuberculosa	334440	other-eukaryote
337039-Alphapapillomavirus-2-Human-papillomavirus---10	337039	Alphapapillomavirus 2 (Human papillomavirus - 10)	37111, 10614, 37112	virus
337041-Alphapapillomavirus-9	337041	Alphapapillomavirus 9	10587, 10598, 37120, 10585, 10618, 10586, 333760	virus
337042-Alphapapillomavirus-7	337042	Alphapapillomavirus 7	333761, 39457, 337042, 45240, 10588, 10593, 37115	virus
337043-Alphapapillomavirus-4-Human-papillomavirus---2	337043	Alphapapillomavirus 4 (Human papillomavirus - 2)	333751, 337043	virus
337044-Alphapapillomavirus-5-Human-papillomavirus---26	337044	Alphapapillomavirus 5 (Human papillomavirus - 26)	37121, 333762, 10595	virus
337048-Alphapapillomavirus-1-Human-papillomavirus---32	337048	Alphapapillomavirus 1 (Human papillomavirus - 32)	333763	virus
337049-Alphapapillomavirus-11-Human-papillomavirus---34	337049	Alphapapillomavirus 11 (Human papillomavirus - 34)	51033	virus
337050-Alphapapillomavirus-6-Human-papillomavirus---53	337050	Alphapapillomavirus 6 (Human papillomavirus - 53)	333765, 10596, 10611	virus
337051-Betapapillomavirus-1	337051	Betapapillomavirus 1	333923	virus
337052-Deltapapillomavirus-4-Bos-taurus-Papillomavirus-type-1	337052	Deltapapillomavirus 4 (Bos taurus Papillomavirus type-1)	337052, 2758382	virus
337090-Chlorobium-chlorochromatii-epibiont-of-the-phototrophic-consortium-Chlorochromatium-aggregatum	337090	"Chlorobium chlorochromatii (epibiont of the phototrophic consortium ""Chlorochromatium aggregatum"")"	340177, 337090	bacterium
337810-Oratosquilla-oratoria	337810	Oratosquilla oratoria	337810	other-eukaryote
338079-African-green-monkey-simian-foamy-virus	338079	African green monkey simian foamy virus	338079	virus
338188-Bacteroides-finegoldii	338188	Bacteroides finegoldii	338188	bacterium
338478-Macaque-simian-foamy-virus-Simian-foamy-virus-TYPE-1	338478	Macaque simian foamy virus (Simian foamy virus (TYPE 1))	338478	virus
339268-Mycobacterium-colombiense	339268	Mycobacterium colombiense	1041522	bacterium
342409-White-spot-syndrome-virus-White-spot-syndrome-virus-1	342409	White spot syndrome virus (White spot syndrome virus 1)	92652, 342409	virus
344880-Sphingomonas-dokdonensis	344880	Sphingomonas dokdonensis	344880	bacterium
345840-Palaemon-modestus	345840	Palaemon modestus	345840	other-eukaryote
351073-Mammalian-orthoreovirus	351073	Mammalian orthoreovirus	351073, 538123, 10884, 10886	virus
351091-Oscillibacter-valericigenes	351091	Oscillibacter valericigenes	351091	bacterium
351745-Shewanella-sp-W3-18-1	351745	Shewanella sp. W3-18-1	351745	bacterium
357276-Phocaeicola-dorei	357276	Phocaeicola dorei	357276	bacterium
360549-Themiste-hennahi	360549	Themiste hennahi	360549	other-eukaryote
363265-Prevotella-stercorea	363265	Prevotella stercorea	363265	bacterium
368445-Crocodilepox-virus	368445	Crocodilepox virus	368445	virus
369960-Porcine-type-C-oncovirus	369960	Porcine type-C oncovirus	194959, 61673, 194958	virus
370405-Gallionella-capsiferriformans	370405	Gallionella capsiferriformans	395494	bacterium
371601-Bacteroides-xylanisolvens	371601	Bacteroides xylanisolvens	371601	bacterium
373098-Gambierdiscus-toxicus	373098	Gambierdiscus toxicus	373098	other-eukaryote
374838-Reinekea-blandensis	374838	Reinekea blandensis	314283	bacterium
376805-Phocaeicola-salanitronis	376805	Phocaeicola salanitronis	667015	bacterium
386056-Paraburkholderia-ferrariae	386056	Paraburkholderia ferrariae	386056	bacterium
387090-Phocaeicola-coprophilus	387090	Phocaeicola coprophilus	387090	bacterium
387093-Sulfurovum-sp-NBC37-1	387093	Sulfurovum sp. NBC37-1	387093	bacterium
387661-Parabacteroides-johnsonii	387661	Parabacteroides johnsonii	387661	bacterium
388634-Bombyx-mandarina-nuclear-polyhedrosis-virus	388634	Bombyx mandarina nuclear polyhedrosis virus	388634	virus
390157-Senecavirus-A-Seneca-valley-virus	390157	Senecavirus A (Seneca valley virus)	10002579, 390157, 10002853	virus
392734-Terriglobus-roseus	392734	Terriglobus roseus	392734	bacterium
393662-Congregibacter-litoralis	393662	Congregibacter litoralis	314285	bacterium
402648-Streptomyces-hainanensis	402648	Streptomyces hainanensis	402648	bacterium
408580-Bacillus-coahuilensis	408580	Bacillus coahuilensis	441769	bacterium
408657-Dyadobacter-koreensis	408657	Dyadobacter koreensis	408657	bacterium
410072-Coprococcus-comes	410072	Coprococcus comes	410072	bacterium
413502-Cronobacter-turicensis	413502	Cronobacter turicensis	413502	bacterium
419612-Camelus-ferus-Wild-Bactrian-camel	419612	Camelus ferus (Wild Bactrian camel)	419612	vertebrate
420521-Expression-vector-pNIC-NHT-CF	420521	Expression vector pNIC-NHT-CF	420521	other
425088-Tanganya-virus	425088	Tanganya virus	425088	virus
430511-Juquitiba-virus	430511	Juquitiba virus	430511	virus
439220-Streptococcus-caballi	439220	Streptococcus caballi	439220	bacterium
