Species Taxon ID	Species Name	Proteome ID	Proteome Taxon	Proteome Type	Source Count	Epitope Count	Successful Source Assignment	Successful Epitope Assignment
3050294	Varicellovirus humanalpha3	UP000002602	10338	Representative	66	942	100.0	99.15074309978768
3050295	Cytomegalovirus humanbeta5	UP000000938	295027	Representative	903	6080	66.66666666666666	80.52631578947368
3050296	Roseolovirus humanbeta6a	UP000009295	10370	Representative	14	15	100.0	80.0
3050297	Roseolovirus humanbeta6b	UP000006930	36351	Reference	226	7482	99.5575221238938	99.11788291900562
3050298	Roseolovirus humanbeta7	UP000009246	57278	Representative	7	8	85.71428571428571	87.5
3050299	Lymphocryptovirus humangamma4	UP000153037	10377	Representative	365	6138	98.9041095890411	79.48843271423917
3050300	Rhadinovirus humangamma8	UP000000942	868565	Representative	39	706	94.87179487179486	94.3342776203966
3050305	Simplexvirus macacinealpha1	UP000110594	10325	Representative	9	1580	100.0	99.74683544303798
3050308	Cytomegalovirus macacinebeta3	UP000101154	47929	Representative	7	268	100.0	97.01492537313432
3050314	Lymphocryptovirus macacinegamma4	UP000201521	45455	Other	2	67	100.0	100.0
3050315	Rhadinovirus macacinegamma5	UP000122166	83534	Representative	1	1	100.0	0.0
3050323	Muromegalovirus muridbeta1	UP000122533	10366	Representative	86	810	97.67441860465117	92.46913580246914
3050327	Rhadinovirus muridgamma4	UP000099649	33708	Representative	44	61	97.72727272727272	98.36065573770492
3050329	Orthopneumovirus muris	UP000149165	270473	Representative	18	122	100.0	100.0
3050334	Cytomegalovirus paninebeta2	UP000099188	188763	Representative	4	4	100.0	100.0
3050350	Rhadinovirus saimiriinegamma2	UP000000587	10383	Representative	4	5	100.0	100.0
3050355	Varicellovirus suidalpha1	UP000154030	10345	Representative	13	110	100.0	95.45454545454544
3051375	Orthoavulavirus javaense	UP000133442	2560319	Representative	23	137	100.0	86.86131386861314
3051624	Amdoparvovirus carnivoran1	UP000008470	10783	Reference	4	16	100.0	75.0
3051991	Bandavirus guertuense	UP000297151	1763596	Other	1	192	100.0	100.0
3052040	Bocaparvovirus primate1	UP000140113	689403	Reference	2	14	100.0	57.14285714285714
3052041	Bocaparvovirus primate2	UP000098414	573977	Other	1	4	100.0	100.0
3052189	Erythroparvovirus primate1	UP000006624	648237	Reference	11	353	100.0	89.23512747875354
3052195	Etatorquevirus felid1	UP000008781	766188	Representative	1	1	100.0	100.0
3052223	Henipavirus hendraense	UP000008771	928303	Representative	6	13	100.0	100.0
3052225	Henipavirus nipahense	UP000002330	121791	Other	5	28	100.0	100.0
3052230	Hepacivirus hominis	UP000000518	63746	Reference	1281	17413	100.0	30.609314879687588
3052236	Hepacivirus platyrrhini	UP000114117	2847087	Other	1	8	100.0	100.0
3052237	Hepacivirus ratti		3052237	All-proteins	5	7	100.0	100.0
3052294	Luteovirus pavhordei	UP000006722	2169986	Representative	1	1	100.0	0.0
3052296	Mammarenavirus amapariense	UP000127390	2886894	Other	2	3	100.0	100.0
3052299	Mammarenavirus brazilense	UP000009267	2169992	Other	14	991	100.0	99.899091826438
3052300	Mammarenavirus caliense		3052300	All-proteins	4	13	0.0	0.0
3052303	Mammarenavirus choriomeningitidis	UP000002474	11624	Representative	54	3626	100.0	88.16878102592388
3052304	Mammarenavirus cupixiense	UP000008164	208899	Other	1	1	100.0	100.0
3052307	Mammarenavirus guanaritoense	UP000147629	45219	Other	21	943	100.0	98.72746553552491
3052310	Mammarenavirus lassaense	UP000002473	11622	Representative	75	1529	100.0	72.5310660562459
3052317	Mammarenavirus machupoense	UP000233880	11628	Other	35	904	100.0	90.59734513274336
3052320	Mammarenavirus mopeiaense	UP000119238	11629	Other	2	17	100.0	100.0
3052322	Mammarenavirus oliverosense	UP000009264	42764	Representative	2	3	100.0	100.0
3052323	Mammarenavirus paranaense	UP000009265	2169994	Other	1	1	100.0	100.0
3052325	Mammarenavirus praomyidis	UP000140987	55097	Other	1	1	100.0	100.0
3052328	Mammarenavirus tacaribeense	UP000008026	928313	Representative	7	123	100.0	98.3739837398374
3052331	Mammarenavirus whitewaterense	UP000009268	46919	Representative	9	393	100.0	93.38422391857506
3052342	Morbillivirus canis	UP000007634	11233	Representative	21	147	100.0	82.31292517006803
3052343	Morbillivirus caprinae	UP000180906	31604	Representative	9	45	100.0	82.22222222222221
3052345	Morbillivirus hominis	UP000000833	11235	Representative	49	750	100.0	96.0
3052346	Morbillivirus pecoris	UP000008654	36409	Representative	5	47	100.0	93.61702127659576
3052390	Orthobunyavirus encephalitidis	UP000267394	35305	Other	1	1	100.0	0.0
3052409	Orthobunyavirus lacrosseense	UP000008768	796210	Representative	2	4	100.0	100.0
3052437	Orthobunyavirus schmallenbergense	UP000141581	1133363	Representative	3	8	100.0	100.0
3052458	Orthoebolavirus bundibugyoense	UP000164800	565995	Representative	3	12	100.0	100.0
3052459	Orthoebolavirus restonense	UP000138664	386032	Representative	16	66	100.0	100.0
3052460	Orthoebolavirus sudanense	UP000000277	386033	Other	18	464	100.0	90.08620689655172
3052461	Orthoebolavirus taiense	UP000100390	186541	Other	4	6	100.0	100.0
3052462	Orthoebolavirus zairense	UP000007209	128952	Representative	93	2821	100.0	95.53349875930522
3052464	Orthoflavivirus denguei	UP000002500	11059	Reference	1185	19012	100.0	20.67641489585525
3052465	Orthoflavivirus encephalitidis	UP000007402	11088	Other	24	323	100.0	96.59442724458204
3052468	Orthoflavivirus louisense	UP000156857	11080	Other	6	21	100.0	57.14285714285714
3052470	Orthohantavirus bayoui	UP000136583	1980459	Other	1	1	100.0	100.0
3052474	Orthohantavirus chocloense	UP000243631	169173	Other	4	19	100.0	100.0
3052476	Orthohantavirus delgaditoense	UP000124236	1980463	Other	1	2	100.0	100.0
3052477	Orthohantavirus dobravaense	UP000202548	1980467	Other	5	28	100.0	100.0
3052480	Orthohantavirus hantanense	UP000008627	11602	Representative	28	499	100.0	95.99198396793588
3052483	Orthohantavirus khabarovskense	UP000105174	1980475	Other	2	2	100.0	50.0
3052485	Orthohantavirus maporalense	UP000130449	238817	Other	2	6	100.0	100.0
3052486	Orthohantavirus montanoense	UP000111004	1980481	Other	1	3	100.0	66.66666666666666
3052487	Orthohantavirus moroense	UP000243187	1980468	Other	1	2	100.0	100.0
3052489	Orthohantavirus negraense	UP000232894	1980476	Other	4	19	100.0	15.789473684210526
3052492	Orthohantavirus prospectense	UP000242194	1980485	Other	3	4	100.0	75.0
3052493	Orthohantavirus puumalaense	UP000110237	39002	Representative	17	289	100.0	97.2318339100346
3052496	Orthohantavirus sangassouense	UP000170858	1980489	Other	4	12	100.0	100.0
3052498	Orthohantavirus seoulense	UP000207620	12557	Other	7	18	100.0	100.0
3052499	Orthohantavirus sinnombreense	UP000113911	1980491	Other	15	72	100.0	97.2222222222222
3052503	Orthohantavirus tulaense	UP000243699	1980494	Other	4	31	100.0	100.0
3052505	Orthomarburgvirus marburgense	UP000007772	33728	Representative	38	456	100.0	84.64912280701753
3052518	Orthonairovirus haemorrhagiae	UP000108063	1980519	Representative	30	633	100.0	48.49921011058452
3052557	Orthorubulavirus laryngotracheitidis	UP000000472	11214	Representative	2	12	100.0	100.0
3052558	Orthorubulavirus mammalis	UP000007232	11208	Representative	3	3	100.0	100.0
3052560	Orthorubulavirus parotitidis	UP000002331	11171	Representative	51	152	100.0	76.31578947368422
3052562	Orthorubulavirus suis	UP000169747	2898537	Other	1	3	100.0	100.0
3052571	Orthotospovirus citrullomaculosi	UP000201829	1933300	Other	1	3	100.0	100.0
3052585	Orthotospovirus tomatomaculae	UP000006674	36413	Representative	1	1	100.0	100.0
3052599	Pararubulavirus menangleense	UP000144543	152219	Representative	1	2	100.0	0.0
3052608	Pegivirus hominis	UP000137011	54290	Other	6	16	83.33333333333334	68.75
3052619	Pestivirus bovis	UP000002317	11100	Reference	15	1217	100.0	41.49548069022186
3052624	Pestivirus scrofae	UP000138377	1689785	Other	1	3	100.0	100.0
3052625	Pestivirus suis	UP000148997	11096	Other	17	158	100.0	84.81012658227847
3052626	Pestivirus tauri	UP000099428	54315	Other	1	2	100.0	50.0
3052676	Phlebovirus riftense	UP000002477	11589	Representative	10	122	100.0	90.1639344262295
3052686	Phlebovirus toscanaense	UP000167928	11590	Representative	1	3	100.0	0.0
3052707	Protoparvovirus carnivoran1	UP000008295	10791	Other	12	798	100.0	95.1127819548872
3052720	Protoparvovirus ungulate1	UP000000468	73487	Other	6	44	100.0	81.81818181818183
3052729	Respirovirus bovis	UP000105282	11215	Representative	2	4	100.0	50.0
3052731	Respirovirus muris	UP000180650	302271	Representative	14	555	100.0	79.45945945945945
3052770	Tetraparvovirus primate1	UP000135600	1511919	Other	1	132	100.0	100.0
3052778	Thetatorquevirus canid1	UP000001295	766189	Representative	1	1	100.0	100.0
203	Campylobacter rectus	UP000003082	553218	Non-redundant	1	1	100.0	100.0
471	Acinetobacter calcoaceticus	UP000005126	575585	Non-redundant	1	1	100.0	100.0
521	Bordetella avium	UP000001977	360910	Representative	1	1	100.0	100.0
907	Megasphaera elsdenii	UP000010111	1064535	Representative	1	1	100.0	100.0
1018	Capnocytophaga ochracea	UP000006650	521097	Representative	1	1	100.0	100.0
1265	Ruminococcus flavefaciens	UP000019365	1341157	Representative	1	1	100.0	0.0
1305	Streptococcus sanguinis	UP000002148	388919	Representative	1	1	100.0	0.0
1358	Lactococcus lactis	UP000002196	272623	Representative	2	2	100.0	100.0
1622	Ligilactobacillus murinus	UP000012542	1235801	Non-redundant	2	2	100.0	50.0
1646	Renibacterium salmoninarum	UP000002007	288705	Representative	1	69	100.0	100.0
1681	Bifidobacterium bifidum	UP000006173	484020	Representative	1	1	100.0	100.0
1943	Streptomyces griseoruber	UP000052982	1943	Other	1	1	0.0	0.0
2039	Tropheryma whipplei	UP000002200	203267	Representative	1	1	100.0	100.0
2096	Mycoplasmoides gallisepticum	UP000001418	710127	Representative	1	1	100.0	100.0
2148	Acholeplasma laidlawii	UP000008558	441768	Representative	1	2	100.0	100.0
4120	Ipomoea batatas		4120	All-proteins	1	1	0.0	0.0
4571	Triticum turgidum		4571	All-proteins	1	3	100.0	0.0
4792	Phytophthora parasitica	UP000018721	1317065	Representative	1	1	100.0	100.0
4920	Millerozyma farinosa	UP000005222	559304	Representative	1	1	100.0	100.0
5057	Aspergillus clavatus	UP000006701	344612	Representative	1	1	100.0	100.0
5059	Aspergillus flavus	UP000001875	332952	Non-redundant	1	1	100.0	100.0
5325	Trametes versicolor	UP000054317	717944	Representative	1	1	100.0	0.0
5334	Schizophyllum commune	UP000007431	578458	Representative	1	1	0.0	0.0
5346	Coprinopsis cinerea	UP000001861	240176	Representative	1	1	100.0	100.0
5692	Trypanosoma congolense	UP000000702	1068625	Representative	1	1	0.0	0.0
5762	Naegleria gruberi	UP000006671	5762	Representative	1	1	100.0	100.0
5801	Eimeria acervulina		5801	All-proteins	1	1	100.0	0.0
5970	Exophiala dermatitidis	UP000007304	858893	Representative	1	1	100.0	100.0
7108	Spodoptera frugiperda		7108	All-proteins	1	1	0.0	0.0
8706	Vipera aspis		8706	All-proteins	1	3	100.0	0.0
9556	Papio cynocephalus		9556	All-proteins	1	1	0.0	0.0
9627	Vulpes vulpes	UP000286640	9627	Representative	1	1	100.0	0.0
11318	Thogotovirus dhoriense	UP000181622	11318	Other	1	1	100.0	100.0
11827	Human endogenous retrovirus	UP000147721	228277	Representative	4	12	75.0	8.33333333333333
13187	Parietaria officinalis		13187	All-proteins	1	3	100.0	0.0
13286	Theromyzon tessulatum		13286	All-proteins	1	1	0.0	0.0
13684	Parastagonospora nodorum	UP000001055	321614	Representative	2	2	100.0	100.0
13818	Adiantum capillus-veneris	UP000886520	13818	Other	1	1	0.0	0.0
28108	Alteromonas macleodii	UP000006295	1004785	Non-redundant	1	1	100.0	100.0
28446	Anaerotignum propionicum	UP000068026	991789	Non-redundant	2	2	50.0	0.0
28869	Ovine respiratory syncytial virus		28869	All-proteins	1	1	100.0	100.0
29292	Pyrococcus abyssi	UP000000810	272844	Other	1	1	100.0	100.0
29355	Ruminiclostridium cellobioparum	UP000014155	1195236	Representative	1	1	100.0	100.0
29438	Pseudomonas savastanoi	UP000000551	264730	Non-redundant	1	1	100.0	100.0
29908	Sporothrix schenckii	UP000018087	1391915	Representative	2	2	100.0	100.0
29960	Penaeus indicus		29960	All-proteins	1	2	100.0	0.0
31276	Perkinsus marinus	UP000007800	423536	Representative	1	1	100.0	100.0
32644	unidentified		32644	All-proteins	7	90157	0.0	0.0088734097186019
35797	Nitrococcus mobilis	UP000003374	314278	Representative	1	1	100.0	0.0
36080	Mucor circinelloides	UP000014254	1220926	Representative	3	3	100.0	100.0
36914	Lodderomyces elongisporus	UP000001996	379508	Representative	2	3	50.0	33.3333333333333
37769	Cryptococcus gattii VGI	UP000007805	367775	Non-redundant	1	1	100.0	100.0
38033	Chaetomium globosum	UP000001056	306901	Representative	1	1	100.0	100.0
38289	Corynebacterium jeikeium	UP000000545	306537	Representative	1	1	100.0	100.0
39483	Faecalitalea cylindroides	UP000008801	717960	Non-redundant	1	1	100.0	100.0
40834	Borrelia duttonii	UP000019148	1432657	Representative	1	29	100.0	20.6896551724138
42374	Candida dubliniensis	UP000002605	573826	Other	2	2	100.0	100.0
47770	Lactobacillus crispatus	UP000002371	748671	Non-redundant	1	2	100.0	100.0
53326	Ancylostoma ceylanicum	UP000024635	53326	Representative	3	3	0.0	0.0
57282	Human endogenous retrovirus H		57282	All-proteins	1	1	0.0	0.0
57975	Burkholderia thailandensis	UP000001930	271848	Non-redundant	2	2	100.0	100.0
58291	Rhizopus microsporus	UP000242254	1340429	Representative	1	1	100.0	100.0
61466	Gnathostoma binucleatum		61466	All-proteins	1	10	0.0	0.0
68825	Rasamsonia emersonii	UP000053958	1408163	Representative	1	1	100.0	100.0
69820	Spodoptera litura	UP000301870	69820	Representative	1	1	0.0	0.0
71647	Pinus pinaster		71647	All-proteins	1	1	0.0	0.0
75985	Mannheimia haemolytica	UP000271188	75985	Representative	3	90	100.0	61.1111111111111
81032	Hyphomonas neptunium	UP000001959	228405	Representative	1	1	100.0	100.0
85929	Sphaerulina musiva	UP000016931	692275	Representative	1	1	100.0	100.0
104102	Acetobacter tropicalis	UP000004319	749388	Non-redundant	1	1	100.0	100.0
104355	Gloeophyllum trabeum	UP000030669	670483	Representative	1	1	100.0	100.0
110321	Sinorhizobium medicae	UP000001108	366394	Non-redundant	1	1	100.0	100.0
114497	Cordyceps fumosorosea	UP000076744	1081104	Representative	1	1	100.0	100.0
117260	Rosa acicularis		117260	All-proteins	1	1	0.0	0.0
123841	Helicobacter canadensis	UP000007032	537970	Representative	1	1	100.0	0.0
134537	Paraburkholderia fungorum	UP000183487	134537	Non-redundant	1	1	0.0	0.0
146500	Watermelon mosaic virus	UP000201658	146500	Other	1	2	100.0	100.0
160808	Acidithiobacillus ferrivorans	UP000009220	743299	Representative	1	1	0.0	0.0
166486	Roseburia intestinalis	UP000004828	536231	Non-redundant	1	1	100.0	100.0
176275	Beauveria bassiana	UP000030106	1245745	Representative	1	1	100.0	100.0
185949	Sphingomonas aurantiaca	UP000244189	185949	Other	1	1	0.0	0.0
209285	Thermochaetoides thermophila	UP000008066	759272	Representative	1	1	100.0	100.0
223337	Tobacco leaf curl Zimbabwe virus	UP000204184	223337	Other	1	1	100.0	0.0
246618	Bifidobacterium thermacidophilum	UP000029003	79262	Other	1	1	100.0	0.0
257758	Streptococcus pseudopneumoniae	UP000001637	1054460	Non-redundant	1	1	100.0	100.0
273371	Candida orthopsilosis	UP000005018	1136231	Other	1	1	100.0	100.0
310542	Chimpanzee adenovirus		310542	All-proteins	1	5	100.0	0.0
312185	Erbovirus A	UP000000405	650131	Reference	2	6	100.0	100.0
329091	Cupressus torulosa		329091	All-proteins	1	1	0.0	0.0
333766	Alphapapillomavirus 13	UP000096688	1671798	Representative	1	1	100.0	100.0
338079	African green monkey simian foamy virus	UP000007217	11644	Representative	1	4	100.0	25.0
338188	Bacteroides finegoldii	UP000095517	338188	Representative	1	1	100.0	100.0
345840	Palaemon modestus		345840	All-proteins	1	93	0.0	0.0
453927	Juniperus formosana		453927	All-proteins	1	1	0.0	0.0
456999	Rhizoctonia solani	UP000011668	983506	Representative	1	1	100.0	100.0
502049	Thalassospira profundimaris	UP000007365	1177928	Non-redundant	1	1	0.0	0.0
543824	Synechocystis aquatilis		543824	All-proteins	1	1	0.0	0.0
551760	Aromatoleum aromaticum	UP000006552	76114	Representative	1	1	100.0	100.0
559561	Aureobasidium namibiae	UP000027730	1043004	Representative	1	1	100.0	100.0
626940	Phascolarctobacterium succinatutens	UP000004923	626939	Representative	1	1	100.0	100.0
649756	Anaerostipes hadrus	UP000008960	649756	Non-redundant	1	1	100.0	100.0
651183	Aurantimonas manganoxydans	UP000000321	287752	Representative	1	1	100.0	100.0
884045	Juniperus saxicola		884045	All-proteins	1	1	0.0	0.0
1071379	Tetrapisispora blattae	UP000002866	1071380	Representative	1	1	100.0	100.0
2015173	Ooceraea biroi	UP000053097	2015173	Representative	1	1	0.0	0.0
2502994	Fusarium odoratissimum	UP000016929	2502994	Representative	1	1	100.0	100.0
2678873	Trimerodytes annularis		2678873	All-proteins	1	1	100.0	100.0
3047743	Gyrovirus chickenanemia	UP000007528	73475	Representative	1	3	100.0	100.0
3050245	Varicellovirus bovinealpha5	UP000105204	35244	Other	2	2	100.0	50.0
3050246	Rhadinovirus bovinegamma4	UP000109731	10385	Representative	1	1	100.0	0.0
3050281	Percavirus equidgamma2	UP000007083	82831	Representative	1	1	100.0	100.0
3052622	Pestivirus ovis	UP000106705	358764	Other	1	1	100.0	0.0
